genres,original_title,overview,popularity,runtime,tagline,weighted_average
"['Crime', 'Drama', 'Thriller']",Nightcrawler,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",89.095538,117.0,The city shines brightest at night,7.224449368184456
"['Drama', 'Comedy']",Little Miss Sunshine,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",14.793176999999998,102.0,A family on the verge of a breakdown,6.949545694584468
"['Drama', 'Comedy']",50/50,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",33.372828000000005,100.0,It takes a pair to beat the odds.,6.606920613410627
['Adventure'],Kicks,"When his hard-earned kicks get snatched by a local hood, fifteen-year old Brandon and his two best friends go on an ill-advised mission across the Bay Area to retrieve the stolen sneakers.",3.4679230000000003,80.0,They aren't just shoes,6.23223492783985
"['Action', 'Adventure', 'Thriller']",On Her Majesty's Secret Service,"James Bond tracks archnemesis Ernst Blofeld to a mountaintop retreat where he's training an army of beautiful but lethal women. Along the way, Bond falls for Italian contessa Tracy Draco -- and marries her in order to get closer to Blofeld. Meanwhile, he locates Blofeld in the Alps and embarks on a classic ski chase.",25.289665,142.0,Far up! Far out! Far more! James Bond 007 is back!,6.290023694781728
['Drama'],Akeelah and the Bee,"Eleven year-old Akeelah Anderson's life is not easy: her father is dead, her mom ignores her, her brother runs with the local gangbangers. She's smart, but her environment threatens to strangle her aspirations. Responding to a threat by her school's principal, Akeelah participates in a spelling bee to avoid detention for her many absences. Much to her surprise and embarrassment, she wins. Her principal asks her to seek coaching from an English professor named Dr. Larabee for the more prestigious regional bee. As the possibility of making it all the way to the Scripps National Spelling Bee looms, Akeelah could provide her community with someone to rally around and be proud of -- but only if she can overcome her insecurities and her distracting home life. She also must get past Dr. Larabee's demons, and a field of more experienced and privileged fellow spellers.",4.932893,112.0,Changing the world... one word at a time.,6.243455478507081
['Comedy'],New in Town,"Lucy Hill is an ambitious up-and-coming executive living in Miami. She loves her shoes, she loves her cars and she loves climbing the corporate ladder. When she is offered a temporary assignment – in the middle of nowhere – to restructure a manufacturing plant, she jumps at the opportunity, knowing that a big promotion is close at hand. What begins as a straight-forward assignment becomes a life-changing experience as Lucy discovers greater meaning in her life and, most unexpectedly, the man of her dreams.",13.987772,97.0,She's an executive on the move. But her career is taking her a little farther than she expected.,6.14038259194343
"['Action', 'Crime', 'Thriller']",The Boondock Saints II: All Saints Day,"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.",13.517017000000001,118.0,The Saints Are Calling,6.160315632065009
['Comedy'],Easy A,"After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in ""The Scarlet Letter,"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing.",45.395839,92.0,The rumour-filled totally false account of how I ruined my flawless reputation.,6.523404581692112
['Comedy'],Prom,"At “Prom,” every couple has a story and no two are exactly alike. As the big dance approaches for Nova Prescott, it’s a battle of wills as she finds herself drawn to the guy who gets in the way of her perfect prom. Fellow seniors Mei and Tyler harbor secrets, while others face all the insecurity and anticipation that surrounds one of high school’s most seminal events.",11.837067,104.0,"There are hundreds of nights in high school, but there’s only one prom.",6.164799933835965
"['Drama', 'Romance']",Howards End,"Merchant Ivory’s adaptation of EM Forster’s classic 1910 novel, starring Emma Thompson, Helena Bonham Carter, Anthony Hopkins & Vanessa Redgrave returns to the big screen in a beautiful new 4K restoration. Stunning location photography, lavishly detailed sets & elegant period costumes, this compelling saga follows the interwoven fates and misfortunes of three families amid the changing times of Edwardian England. It tells the story of two free-spirited, cosmopolitan sisters, Margaret (Emma Thompson) and Helen Schlegel (Helena Bonham Carter), who collide with the world of the very wealthy ­­– one sister benefiting from the acquaintance with the Wilcoxes (owners of the beloved country home Howards End), the other all but destroyed by it. Anthony Hopkins is the conservative industrialist Henry Wilcox and Vanessa Redgrave is his ailing wife Ruth Wilcox.",5.897391000000001,140.0,,6.2621670653168815
"['Drama', 'Animation', 'Comedy', 'Romance']",Anomalisa,A man crippled by the mundanity of his life experiences something out of the ordinary.,21.024345999999998,90.0,,6.423742421635682
"['Drama', 'Comedy']",Another Year,"Mike Leigh’s much praised 2010 tragicomical drama. During a year, a very content couple approaching retirement are visited by friends and family less happy with their lives.",7.235794,129.0,,6.270243346309793
"['Drama', 'Comedy']",It's Kind of a Funny Story,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,13.143045,101.0,Sometimes what's in your head isn't as crazy as you think.,6.452461586160812
"['Fantasy', 'Animation', 'Family']",The Secret of Kells,"Adventure awaits 12 year old Brendan who must fight Vikings and a serpent god to find a crystal and complete the legendary Book of Kells. In order to finish Brother Aiden's book, Brendan must overcome his deepest fears on a secret quest that will take him beyond the abbey walls and into the enchanted forest where dangerous mythical creatures hide. Will Brendan succeed in his quest?",10.621353,75.0,Turn the darkness into light,6.350353920744981
"['Drama', 'Romance']",Down in the Valley,"On a trip to the beach, a teenage girl named Tobe meets a charismatic stranger named Harlan, who dresses like a cowboy and claims to be a former ranch hand. The pair feel an instant attraction and begin a relationship, but her father, a lawman, is suspicious of her lover.",7.433574,112.0,Sometimes it's hard to find your way.,6.19921562840378
"['Drama', 'Comedy', 'Romance', 'Horror']",Fido,"Timmy Robinson's best friend in the whole wide world is a six-foot tall rotting zombie named Fido. But when Fido eats the next-door neighbor, Mom and Dad hit the roof, and Timmy has to go to the ends of the earth to keep Fido a part of the family. A boy-and-his-dog movie for grown ups, ""Fido"" will rip your heart out.",5.244518,91.0,Good dead are hard to find,6.2514393039620675
"['Action', 'Comedy']",Wild Target,"Victor Maynard is a middle-aged, solitary assassin, who lives to please his formidable mother, despite his own peerless reputation for lethal efficiency. His professional routine is interrupted when he finds himself drawn to one of his intended victims, Rose. He spares her life, unexpectedly acquiring in the process a young apprentice, Tony. Believing Victor to be a private detective, his two new companions tag along, while he attempts to thwart the murderous attentions of his unhappy client",10.791953999999999,98.0,They said 'Take her out'. He got the wrong idea.,6.241205624668252
['Drama'],Wuthering Heights,Foundling Heathcliff is raised by the wealthy Earnshaws in Yorkshire but in later life launches a vendetta against the family.,4.409263,142.0,,6.23368799663973
"['Drama', 'Comedy', 'Romance']",Imagine Me & You,"During her wedding ceremony, Rachel notices Luce in the audience and feels instantly drawn to her. The two women become close friends, and when Rachel learns that Luce is a lesbian, she realizes that despite her happy marriage to Heck, she is falling for Luce. As she questions her sexual orientation, Rachel must decide between her stable relationship with Heck and her exhilarating new romance with Luce.",9.100352,93.0,There goes the bride.,6.310813556382911
"['Crime', 'Thriller']",Swimming Pool,"In the middle of this amusing thriller is a relationship between two different types of females, one is a well know British author and the other is a sex-crazed French teen. The two get into some relationship trouble while living together in this film of psychological imagery and an erotic exploration of the female body.",11.000653999999999,102.0,"On the surface, all is calm",6.234247849918734
"['Drama', 'Romance']",An Education,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",16.990308,100.0,An education isn't always by the book.,6.357546802893482
"['Drama', 'Romance']",The Work and the Glory,"When Benjamin Steed and Mary Ann Steed relocate their family to upstate New York in the early 1800's, they unwittingly settle in a town divided along religious lines. After their new hired help turns out to be at the center of the uproar, each member of the Steed family must come to terms with their own beliefs in the face of heavy persecution. Together they struggle to weather the raging controversy surrounding a young man named Joseph Smith.",0.571663,110.0,One Man....A Remarkable Vision; One Family....A Desperate Struggle,6.213523016260842
['Comedy'],Extract,"The owner of a factory that produces flavor extracts, Joel Reynold seems to have it all, but really doesn't. What's missing is sexual attention from his wife, Suzie. Joel hatches a convoluted plan to get Suzie to cheat on him, thereby clearing the way for Joel to have an affair with Cindy, an employee. But what Joel doesn't know is that Cindy is a sociopathic con artist, and a freak workplace accident clears the way for her to ruin Joel forever.",14.652342,92.0,Sticking it to the man has never looked so good.,6.146259083655439
['Drama'],Albert Nobbs,"Albert Nobbs struggles to survive in late 19th century Ireland, where women aren't encouraged to be independent. Posing as a man, so she can work as a butler in Dublin's most posh hotel, Albert meets a handsome painter and looks to escape the lie she has been living.",7.802245,113.0,A man with a secret. A woman with a dream.,6.212812559279059
"['Adventure', 'Fantasy', 'Thriller']",The Hole,"After moving into a new neighbourhood, brothers Dane &amp; Lucas and their neighbour Julie discover a bottomless hole in the basement of their home. They find that once the hole is exposed, evil is unleashed. With strange shadows lurking around every corner and nightmares coming to life, they are forced to come face to face with their darkest fears to put an end to the mystery of THE HOLE.",9.983004,92.0,What Are You So Afraid Of?,6.114648544246354
"['Thriller', 'Horror']",The Neon Demon,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.",38.150787,117.0,Beauty is vicious.,6.290861194804565
"['Drama', 'Comedy', 'Romance']",Juno,"A young girl named Juno gets herself pregnant and tries to stand on her own, but soon learns a few lessons about being grown up.",19.782725,96.0,A comedy about growing up... and the bumps along the way.,6.717130835035656
"['Action', 'Adventure', 'Thriller']",Diamonds Are Forever,Diamonds are stolen only to be sold again in the international market. James Bond infiltrates a smuggling mission to find out who’s guilty. The mission takes him to Las Vegas where Bond meets his archenemy Blofeld.,34.634181,120.0,The man who made 007 a household number,6.240308929826451
"['Crime', 'Drama']",The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",143.659698,175.0,An offer you can't refuse.,8.014459917209646
"['Drama', 'Comedy', 'Romance']",(500) Days of Summer,"Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",45.610993,95.0,It was almost like falling in love.,6.90135878723836
"['Drama', 'Comedy']",Magic Mike,"Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.",35.897151,110.0,Work all day. Work it all night.,6.1625806723001775
"['Action', 'Adventure', 'Thriller']",Live and Let Die,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,30.465138,121.0,Roger Moore is James Bond.,6.269337441579393
"['Drama', 'Family', 'Comedy']",My Dog Skip,"A shy boy is unable to make friends in Yazoo City, Mississippi in 1942, until his parents give him a terrier puppy for his ninth birthday. The dog, which he names Skip, becomes well known and loved throughout the community and enriches the life of the boy, Willie, as he grows into manhood. Based on the best-selling Mississippi memoir by the late Willie Morris.",5.675535,95.0,Every family needs an optimist.,6.228971230379421
"['Comedy', 'Romance']","Definitely, Maybe","When Will decides to tell his daughter the story of how he met her mother, he discovers that a second look at the past might also give him a second chance at the future.",29.173265999999998,112.0,Three relationships. Three disasters. One last chance.,6.3742086650557965
['Comedy'],Jumping the Broom,Two very different families converge on Martha's Vineyard one weekend for a wedding.,4.4924550000000005,112.0,Sometimes the only way to get past family drama... is to jump right over it.,6.2050536476745135
"['Drama', 'History']","Good Night, and Good Luck.","The story of journalist, Edward R Murrow's stand against Senator McCarthy's anti-communist witch-hunts in the early 1950s.",17.717681,93.0,They took on the Government with nothing but the truth.,6.31834573787297
"['Crime', 'Drama']",Capote,"A biopic of the writer, Truman Capote and his assignment for The New Yorker to write the non-fiction book, 'In Cold Blood'.",17.434862,114.0,In Cold Blood,6.350826675355411
"['Action', 'Adventure', 'Thriller']",The Man with the Golden Gun,A golden bullet has 007 engraved on it as it smashes into the secret service headquarters. The bullet came from the professional killer Scaramanga who has yet to miss a target and James Bond begins a mission to try and stop him.,30.214715999999996,125.0,The man with the golden gun is ready to assassinate James Bond.,6.239339701923297
"['Crime', 'Drama', 'Horror']",The Devil's Rejects,"The sequel to House of 1000 Corpses – the Firefly family are ambushed at their isolated home by Sheriff Wydell and a squad of armed men guns blazing – yet only Otis and his sister, Baby, manage to escape the barrage of bullets unharmed. Hiding out in a backwater motel, the wanted siblings wait to rendezvous with their errant father, Captain Spaulding, killing whoever happens to stand in their way.",16.754452,107.0,Death walks behind. Hell waits ahead.,6.292588830577657
"['Crime', 'Drama', 'Comedy']",Dope,"Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself.",29.761163,103.0,It's hard out here for a geek.,6.562959911743476
['Horror'],House of 1000 Corpses,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,19.301432000000002,89.0,You'll never get out alive.,6.1723601451753884
"['Drama', 'Romance']",Beyond the Lights,"Noni Jean is a hot new rising star. But not all is what it seems, and the pressure causes Noni to nearly fall apart - until she meets Kaz Nicol, a promising young cop and aspiring politician who's been assigned to her detail. Can Kaz's love give Noni the courage to find her own voice and break free to become the artist she was meant to be?",8.079046,116.0,"Open your heart, find your voice.",6.2921204194396925
"['Drama', 'Romance']",A Single Man,"Adapted from a 1964 novel of the same name, the film follows a day in the life of George Falconer, a British college professor reeling with the recent and sudden loss of his longtime partner. This traumatic event makes George challenge his own will to live as he seeks the console of close friend Charley who is struggling with her own questions about life.",21.626288,101.0,,6.5056004102231935
"['Drama', 'Comedy', 'Romance']",Cyrus,"With John's social life at a standstill and his ex-wife about to get remarried, a down on his luck divorcée finally meets the woman of his dreams, only to discover she has another man in her life - her son. Before long, the two are locked in a battle of wits for the woman they both love-and it appears only one man can be left standing when it's over.",15.212569,91.0,John met the woman of his dreams. Then he met her son ...,6.20326932446954
"['Drama', 'Thriller']",We Need to Talk About Kevin,"The mother of a teenage sociopath who went on a high-school killing spree recalls her son's deranged behavior during childhood, as she deals with her grief.",21.276864,112.0,,6.628190153499231
"['Drama', 'Family']",The Christmas Candle,"Deep in the heart of the English countryside lies the enchanting village of Gladbury. Legend has it every 25 years an angel visits the village candlemaker and touches a single candle. Whoever lights this candle receives a miracle on Christmas Eve. But in 1890, at the dawn of the electric age, this centuries old legend may come to an end.",1.799504,100.0,Believe the Miracle,6.211543864279534
"['Action', 'Drama']",The Mighty Macs,"In the early 70s, Cathy Rush becomes the head basketball coach at a tiny, all-girls Catholic college. Though her team has no gym and no uniforms -- and the school itself is in danger of being sold -- Coach Rush looks to steer her girls to their first national championship.",2.932784,102.0,,6.199890922188731
"['Drama', 'Comedy']",Somewhere,A hard-living Hollywood actor re-examines his life after his 11-year-old daughter surprises him with a visit.,9.590373,98.0,,6.183850821520414
['Drama'],Hesher,A young boy has lost his mother and is losing touch with his father and the world around him. Then he meets Hesher who manages to make his life even more chaotic.,13.635828,106.0,Sometimes life gives you the finger and sometimes it gives you...,6.284030330824293
"['Drama', 'Romance']",Freeheld,New Jersey car mechanic Stacie Andree and her police detective girlfriend Laurel Hester both battle to secure Hester's pension benefits after she was diagnosed with a terminal illness.,8.184588,103.0,A true story of love and injustice.,6.316031351777705
['Comedy'],The Extra Man,"THE EXTRA MAN is a sophisticated and moving comedy from filmmakers Shari Springer Berman and Robert Pulcini. THE EXTRA MAN follows Louis Ives (Paul Dano), a lonely dreamer who fancies himself the hero of an F. Scott Fitzgerald novel. When a deeply embarrassing incident forces him to leave his job at an exclusive Princeton prep school, Louis heads to New York City to make a fresh start. He quickly finds a 9 to 5 job at an environmental magazine, where he encounters an entrancing, green-obsessed co-worker Mary (Katie Holmes).",2.26778,108.0,"They're not gigolos, they're gentlemen.",6.2070958231099995
"['Action', 'Crime', 'Thriller']",The Boondock Saints,"With a God-inspired moral obligation to act against evil, twin brothers Conner and Murphy set out to rid Boston of criminals. However, rather than working within the system, these Irish Americans decide to take swift retribution into their own hands.",34.917446999999996,108.0,Thy Kingdom Come. Thy Will Be Done.,6.607270465762272
"['Thriller', 'Horror']",Twixt,"A writer with a declining career arrives in a small town as part of his book tour and gets caught up in a murder mystery involving a young girl. That night in a dream, he is approached by a mysterious young ghost named V. He's unsure of her connection to the murder in the town, but is grateful for the story being handed to him. Ultimately he is led to the truth of the story, surprised to find that the ending has more to do with his own life than he could ever have anticipated.",5.060656,84.0,"Between the living and the dead, eviil is waiting.",6.1375357888901325
"['Drama', 'Family', 'Comedy', 'Music']",High School Musical 2,"The East High Wildcats are ready to have the time of their lives. Troy (Zac Efron) is thrilled when he’s offered a job in a country club, but it’s all part of Sharpay’s (Ashley Tisdale) plot to lure him away from Gabriella (Vanessa Hudgens). How will it all turn out? All questions are answered on the night of the club’s Talent Show.",21.01755,104.0,,6.168437390800479
"['Action', 'Crime', 'Drama', 'Comedy']",Perrier’s Bounty,A gangster named Perrier looks to exact his revenge on a trio of fugitives responsible for the accidental death of one of his cronies.,3.810943,88.0,Blood is thicker than water. Nothing is thicker than thieves.,6.193359803759726
['Horror'],Annabelle,"John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.",60.225218999999996,99.0,"Before the Conjuring, there was Annabelle.",5.878899139127387
['Drama'],Shame,"Brandon is a New Yorker who shuns intimacy with women but feeds his desires with a compulsive addiction to sex. When his wayward younger sister moves into his apartment stirring memories of their shared painful past, Brandon's insular life spirals out of control.",40.688426,100.0,,6.535919844471225
"['Crime', 'Drama', 'Thriller']",Layer Cake,"When a seemingly straight-forward drug deal goes awry, XXXX has to break his die-hard rules and turn up the heat, not only to outwit the old regime and come out on top, but to save his own skin...",24.0034,105.0,,6.455387538514557
['Drama'],The Work and the Glory II: American Zion,"""The Work and The Glory: American Zion"" sets the story of the fictional Steed family against the historically factual backdrop of the Mormon people's move into the West. Divided by their diverse reactions to a nascent ideology, the Steeds struggle to hold together as the strength of their convictions and their filial bonds are tested. The stirring narrative of the faith that led a persecuted people to Missouri and beyond is one of the most poignant untold tales of American history. It is the account of a valiant struggle to exercise the rights promised by a fledgling nation. ""The Work and the Glory: American Zion"" unearths the story of the passion behind the movement which eventually launched the largest American migration and the colonization of the West: the vision of a promised land in America.",2.639106,100.0,,6.222603081731079
"['Drama', 'Thriller']",The East,An operative for an elite private intelligence firm finds her priorities irrevocably changed after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.,16.574756,116.0,"Spy on us, we'll spy on you.",6.269789858095091
"['Drama', 'History']",The Messenger,"Will Montgomery (Ben Foster), a U.S. Army Staff Sergeant who has returned home from Iraq, is assigned to the Army’s Casualty Notification service. Montgomery is partnered with Captain Tony Stone (Woody Harrelson), to give notice to the families of fallen soldiers. The Sergeant is drawn to Olivia Pitterson (Samantha Morton), to whom he has delivered news of her husband’s death.",8.432400999999999,113.0,The Scars of War Will Last Forever,6.290485668091969
"['Action', 'Adventure', 'Drama', 'Thriller']",Tracker,"An ex-Boer war guerrilla in New Zealand is sent out to bring back a Maori accused of killing a British soldier. Gradually they grow to know and respect one another but a posse, led by the British Commanding officer is close behind and his sole intention is to see the Maori hang. Written by Filmfinders 1903. A guerilla fighter from the South African Boer war called Arjan (Winstone) takes on a manhunt for Maori seaman Kereama (Morrison), who is accused of murdering a British soldier. What follows is a cat and mouse pursuit through the varied landscape of NZ with both hunter and huntee testing their bushcraft and wits against that of the other. Written by Anonymous",2.074295,102.0,,6.2114716022183165
['Drama'],Control,"Control is the biography of Joy Division lead singer Ian Curtis, taking his story from schoolboy days of 1973 to his suicide on the eve of the band's first American tour in 1980.",11.357474,121.0,,6.390055203580717
"['Action', 'Science Fiction', 'Thriller']",The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",74.23479300000001,108.0,Your future is in his hands.,7.045762654477738
"['Crime', 'Drama', 'Thriller']",The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",64.02503100000001,106.0,Five Criminals. One Line Up. No Coincidence.,7.5729983852159
"['Drama', 'Romance']",The Wrestler,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",40.196514,109.0,Love. Pain. Glory.,6.69419129426835
"['Action', 'Science Fiction']",Escape from New York,"In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.",24.351305,99.0,1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.,6.459521988618325
"['Family', 'Comedy']",Daddy Day Camp,"Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp.",12.601677,89.0,The summer is going to be in tents.,6.092136517099045
"['Drama', 'Thriller']",The Words,"The Words follows young writer Rory Jansen who finally achieves long sought after literary success after publishing the next great American novel. There's only one catch - he didn't write it. As the past comes back to haunt him and his literary star continues to rise, Jansen is forced to confront the steep price that must be paid for stealing another man's work, and for placing ambition and success above life's most fundamental three words.",14.988745999999999,96.0,There's more than one way to take a life.,6.257075385517982
"['Western', 'Comedy']",Casa De Mi Padre,"Scheming of a way to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord.",5.754416,84.0,Funniest movie you'll ever read.,6.160264254677662
"['Action', 'Crime', 'Thriller', 'Comedy']",The Guard,"Two policemen must join forces to take on an international drug- smuggling gang - one, an unorthodox Irish policeman and the other, a straitlaced FBI agent. Sergeant Gerry Boyle is an eccentric small-town cop with a confrontational and crass personality and a subversive sense of humor. A longtime policeman in County Galway, Boyle is a maverick with his own moral code. He has seen enough of the world to know there isn't much to it and has had plenty of time to think about it. When a fellow police officer disappears and Boyle's small town becomes key to a large drug trafficking investigation, he is forced to at least feign interest when dealing with the humorless FBI agent Wendell Everett assigned to the case.",19.411141,96.0,The FBI are about to discover that things work a little differently around here.,6.347527972848843
['Comedy'],College,A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.,7.034617999999999,94.0,,6.162336418041991
"['Drama', 'Romance']",The Virgin Suicides,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",26.218912,97.0,"Beautiful, mysterious, haunting, invariably fatal. Just like life.",6.562270662643101
"['Drama', 'Thriller', 'Horror', 'Mystery']",Goddess of Love,Enter into a baroque vortex of madness when an emotionally unstable woman is shattered after tremendous heartbreak. Brian was the love of Venus’ life and the thought of him having an affair with another woman begins her volatile descent into the dark side of psychosexual insanity.,1.273773,96.0,Be Careful Who You Get Close To,6.2140524843705816
"['Crime', 'Thriller', 'Comedy']",Novocaine,A dentist finds himself a murder suspect after a sexy patient seduces him into prescribing her drugs,4.1482529999999995,95.0,,6.206937754697557
['Drama'],The Wackness,"Set in New York City in the sweltering summer, The Wackness tells the story of a troubled teenage drug dealer, who trades pot for therapy sessions with a drug-addled psychiatrist. Things get more complicated when he falls for one of his classmates, who just happens to be the doctors daughter. This is a coming-of-age story about sex, drugs, music and what it takes to be a man.",7.161051,99.0,,6.213171613300154
['Drama'],The 5th Quarter,"In the wake of a car crash that killed his brother, football player Jon Abbate leads his school's struggling team to its most successful season ever.",0.215464,97.0,Rising from tragedy to triumph,6.1998906653336014
"['Drama', 'History']",Snow Flower and the Secret Fan,A story set in 19th century China and centered on the lifelong friendship between two girls who develop their own secret code as a way to contend with the rigid cultural norms imposed on women.,2.2603150000000003,104.0,,6.198489647690817
['Comedy'],"Surfer, Dude",A wave twisting tale of a soul searching surfer experiencing an existential crisis.,2.404626,85.0,,6.184740254572656
"['Crime', 'Drama', 'Thriller']",Deadfall,"A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist, and their unlikely reunion during another family's Thanksgiving celebration.",10.19041,95.0,Twisty thriller... a wild ride.,6.121575173374837
['Drama'],Song One,"Estranged from her family, Franny returns home when an accident leaves her brother comatose. Retracing his life as an aspiring musician, she tracks down his favorite musician, James Forester. Against the backdrop of Brooklyn’s music scene, Franny and James develop an unexpected relationship and face the realities of their lives.",6.3492180000000005,86.0,A moment can change everything.,6.16809540966272
"['Drama', 'Thriller']",Trade Of Innocents,"In the back streets of a tourist town in present-day Southeast Asia, we find a filthy cinder block room; a bed with soiled sheets; a little girl waits for the next man. Alex (Dermot Mulroney), a human trafficking investigator, plays the role of her next customer as he negotiates with the pimp for the use of the child. Claire (Mira Sorvino), Alex's wife, is caught up in the flow of her new life in Southeast Asia and her role as a volunteer in an aftercare shelter for rescued girls where lives of local neighborhood girl's freedoms and dignity are threatened. Parallel story lines intertwine and unfold twists against the backdrop of the dangerous human trafficking world, in a story of struggle, life, hope and redemption in the ""TRADE of INNOCENTS.""",2.204138,91.0,Justice needs a hero,6.207425987154638
"['Drama', 'Comedy', 'Romance']",Bend It Like Beckham,"Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.",22.054546,112.0,"Sometimes, to follow your dreams... you've got to bend the rules!",6.209706906323374
"['Action', 'Adventure', 'Drama']",Crossover,"The clock strikes midnight, money changes hands, the crowd is on their feet, and the court is alive with fast-paced razzle-dazzle basketball. These players don't play for a school or a pro team. They play for the street and it's underground...way underground.",3.201886,95.0,,6.198318166379724
"['Family', 'Comedy', 'Music']",Standing Ovation,A group of young girls is competing in a nation teen music video competition.,0.30592199999999997,105.0,Dance - Sing - Dream,6.203202450816253
"['Science Fiction', 'Comedy']",Galaxina,"Galaxina is a lifelike, voluptuous android who is assigned to oversee the operations of an intergalactic Space Police cruiser captained by incompetent Cornelius Butt. When a mission requires the ship's crew to be placed in suspended animation for decades, Galaxina finds herself alone for many years, developing emotions and falling in love with the ship's pilot, Thor.",2.141143,95.0,She's too good to be true...and too real to be otherwise.,6.177668785316908
"['Comedy', 'Romance']",Mambo Italiano,"A sweet comic film about an Italian man who comes out of the closet and the affect it has on his life and his crazy family. A family movie about the stereotypes of homosexuals and Italians – called by critics ""the gay"" My Big Fat Greek Wedding.",2.080741,92.0,Things change. Family doesn't.,6.200822253980627
"['Action', 'Drama', 'Thriller', 'Comedy']",Salvation Boulevard,Set in the world of mega-churches in which a former Deadhead-turned-born again-Christian finds himself on the run from fundamentalist members of his mega-church who will do anything to protect their larger-than-life pastor.,3.6533050000000005,96.0,Faith alone doesn’t cut it anymore,6.200822253980627
